magnet	noun	/ˈmæɡnət/	拉丁语 magnetem ← 希腊语 magnēs lithos（马格尼西亚出的石头，因产地得名）；虽与 magnify 形近，却出自地名，不属「大」义那一支	a piece of iron or stone that attracts iron, or a thing that draws people	一块黑铁块隔着桌面就把回形针拽了过去，中间什么也没碰到	磁铁/吸引人的事物	He stuck a note on the fridge with a magnet.|The old town is a magnet for artists.	a body that pulls iron across a gap – 隔着空处就能把铁拽过来的东西	磁铁：能吸住铁、隔开一段也起作用的那块材料|吸引人的事物：像它那样，把人一批批拉过去的地方或东西
magnetic	adjective	/mæɡˈnetɪk/	中世纪拉丁语 magneticus ← 拉丁语 magnetem ← 希腊语 magnēs lithos（马格尼西亚出的石头，因产地得名）；同为地名一支，不属「大」义那一族	having the power to attract iron, or having a compelling appeal	指南针的盘子怎么转，那根针总是回到同一个方向	有磁性的/有吸引力的	The tip of the needle is magnetic.|He has a magnetic personality.	pulling things in without touching them – 不挨着就把东西拉过来	有磁性的：带着那种能吸铁的性质|有吸引力的：人身上那股让别人不由自主靠过来的劲
maid	noun	/meɪd/	中古英语 maide（maiden 的缩略）← 古英语 mægden ← 原始日耳曼语 *magadin-（未嫁的年轻女子）	a female servant in a house or hotel	她推着布草车挨门走，进屋换床单、擦镜子，敲两下就退到走廊上	女仆/女佣/侍女	The maid cleaned the room at noon.|They hired a maid for the summer.	a woman kept to do a household's work – 雇在屋里做活的女子	女仆：受雇在人家家里做家务的女子|女佣：同一份差事，偏说她受人雇用|侍女：旧时跟在主人身边伺候的那种
maiden	noun / adjective	/ˈmeɪdn/	古英语 mægden（年轻未婚女子）← 原始日耳曼语 *magadin- ← *magaþ-（少女）	a young unmarried woman, or done for the very first time	船刚下水，缆绳一松就离了岸，甲板上的漆还闻得出味	少女/未婚女子/首次的	The ballad tells of a maiden's grief.|The ship sank on its maiden voyage.	untouched and going out for the first time – 还没经过、第一回出去	少女：年纪轻、还没出嫁的女子|未婚女子：偏说她尚未成婚这一层|首次的：像那样第一回出去，之前没有过
mail	noun / verb	/meɪl/	古法语 male（袋、行囊）← 法兰克语 *malha（皮袋），属日耳曼一支；与表示锁子甲的 mail（← 拉丁语 macula 网眼）不同源	letters and parcels sent by post, or to send them	帆布袋往柜台上一倒，几十个信封摊开来，边上盖着一圈圈日期	邮件/邮政/邮寄	The mail arrives before nine.|She mailed the parcel yesterday.	a bag of letters carried to their people – 装着信件送往各家的那只袋子	邮件：寄出的信和包裹统称|邮政：负责收寄这些东西的整套系统|邮寄：把东西交出去、由那套系统送走
make	verb	/meɪk/	古英语 macian（做出、造）← 原始日耳曼语 *makōn（拼合、使合适）	to create or produce something, or to cause a state to happen	他把四块木板对齐，钉了八颗钉子，桌子就站在地上了	制作/使得/牌子	She made a cake for his birthday.|The news made him very angry.	bringing a thing into being with your hands – 动手把一样东西弄出来	制作：把材料拼出来、成为一件成品|使得：让某个情况出现，等于把它造出来|牌子：造这东西的那家在成品上留的名号
male	adjective / noun	/meɪl/	古法语 masle ← 拉丁语 masculus（雄的，mas「男性」的指小形）	of the sex that produces sperm, or a person or animal of this sex	求偶时它把颈羽全立起来，比旁边那只大出一圈，声音也粗	男性的/雄的/雄性个体	The male bird has brighter feathers.|Only males were counted here.	the sex that fathers the young – 承担产精一方的那个性别	男性的：人里属于这一性别的|雄的：动物或植物里属于这一性别的|雄性个体：单指属于这一性别的那一个
mammal	noun	/ˈmæml/	现代拉丁语 mammalis（有乳腺的）← 拉丁语 mamma（乳房）	a warm-blooded animal whose young feed on the mother's milk	小的那几只挤在母亲肚子底下，一动不动地吸了很久，母亲侧身让着它们	哺乳动物	Whales are mammals, not fish.|Most mammals have hair or fur.	an animal whose young drink from the mother – 幼崽靠母体进食长大的动物	哺乳动物
map	noun / verb	/mæp/	中世纪拉丁语 mappa mundi（世界之布）← 拉丁语 mappa（布、餐巾），旧时图画在布上	a drawing of an area showing its features, or to record positions of things	一张纸摊满整张桌，上头细线绕成一圈圈，两个人手指顺着一条蓝线往下走	地图/绘制/标示	He unfolded a map of the city.|Scientists mapped the ocean floor.	a flat sheet standing in for a place – 一张平面代替一个地方	地图：把一片地方缩画在纸上的那一张|绘制：把位置一点点画到那张纸上这个动作|标示：把各处的位置和相互关系一一标出来
marble	noun	/ˈmɑːbl/	古法语 marbre ← 拉丁语 marmor ← 希腊语 marmaros（闪光的石头）	a hard stone with coloured veins, used for building and carving	台阶被磨得发亮，石头里跑着几道灰绿的纹，手一按就是一片凉	大理石/云石/弹珠	The floor is made of marble.|Boys played with glass marbles.	veined stone that polishes to a shine – 带纹路、磨过就发亮的石头	大理石：里头有纹、常用来铺地和雕刻的那种石头|云石：同一种石头，按纹样像云那样叫|弹珠：孩子玩的那种小玻璃球，因像小石球得名
march	verb / noun	/mɑːtʃ/	古法语 marchier（踏、行进）← 法兰克语 *markōn（踩出印子），与 mark 同支；亦有出自拉丁语 marcus（锤）一说，无定论	to walk with regular steps in formation, or such a walk	上百双鞋同时落地，声音合成一下，转弯时队列一点没散	行进/游行/进行曲	The soldiers marched past the gate.|Thousands marched against the new law.	stepping in time with everyone else – 脚步跟旁人踩在同一个点上	行进：按同一节拍成队往前走|游行：一大群人这样走过街，为的是让人看见主张|进行曲：给这种步子配的那种音乐
margin	noun	/ˈmɑːdʒɪn/	拉丁语 margo（边、缘）	the blank border of a page, or the amount by which something is exceeded	纸上写满字的那一片停在一条竖线前，右边空出两指宽，铅笔小字挤在那儿	页边空白/边缘/差额	He scribbled notes in the margin.|She won by a narrow margin.	the strip left over at the edge – 边上留出来没用的那一条	页边空白：纸上四周不写字的那一圈|边缘：一片东西挨着外头的那一带|差额：两个数之间空出来的那一段
marginal	adjective	/ˈmɑːdʒɪnl/	中世纪拉丁语 marginalis ← 拉丁语 margo（边、缘）	very small in effect, or at the edge rather than the centre	改完之后表上那条线几乎没动，得凑近看才分得出前后	微小的/边缘的/勉强够的	The change had only a marginal effect.|Crops grow poorly on marginal land.	sitting at the edge, barely counting – 待在边上，分量几乎算不上	微小的：小到影响几乎看不出来|边缘的：位置或地位都不在中心那一带|勉强够的：贴着能用那条线，再少就不成
marine	adjective / noun	/məˈriːn/	古法语 marin ← 拉丁语 marinus（海的）← mare（海）	relating to the sea, or a soldier trained to serve at sea	潜水员打灯往下照，珊瑚一层压一层，成群的小鱼从灯影里穿过去	海的/海洋的/海军陆战队士兵	Oil spills harm marine life.|He served as a marine for six years.	belonging to the salt water – 属于那片咸水的	海的：与那片咸水有关的|海洋的：偏说那片水域整体|海军陆战队士兵：受训在那片水上作战的兵
mark	noun / verb	/mɑːk/	古英语 mearc（界线、记号）← 原始日耳曼语 *markō（边界、划出的界）	a visible sign or spot, or to make such a sign	桌角有一道深色的印，擦不掉，是去年放热杯子留下的	记号/痕迹/分数	He put a mark beside each name.|Her shoes left marks on the floor.	a line left to tell things apart – 留下一道线，好把东西分开	记号：有意留下、用来认出或区分的那个符号|痕迹：无意中留下、还看得见的那块印子|分数：老师在卷子上打下的那个评定
mask	noun / verb	/mɑːsk/	法语 masque ← 意大利语 maschera ← 晚期拉丁语 masca（鬼怪、面罩），或与阿拉伯语 maskhara（丑角、玩笑）有关，无定论	a covering worn over the face, or to hide something	台上那人整张脸被一层白覆住，只留两个眼洞，笑起来看不出表情	面具/口罩/掩盖	He wore a mask to the party.|Perfume masked the smell of smoke.	a cover laid over a face – 罩在脸上的那一层	面具：遮住整张脸、做成别的样子的那件东西|口罩：只罩住口鼻、用来挡病挡灰的那种|掩盖：像罩上一层那样，把真的那一面藏起来
mass	noun / adjective	/mæs/	古法语 masse ← 拉丁语 massa（面团、成堆之物）← 希腊语 maza（揉好的面）	a large amount gathered together, or the quantity of matter in a body	从楼上往下看，广场上黑压压一片，分不出个人，只看见它整体在慢慢挪	大量/团/质量	A mass of papers covered the desk.|The mass of the object stays the same.	matter heaped into one body – 堆到一块、成为整个的东西	大量：多到堆成一片的那些东西|团：软的东西聚拢成的一坨|质量：物理上一个物体所含物质的多少
massacre	noun / verb	/ˈmæsəkə/	中古法语 macacre（屠场、杀戮），更早词源不明；一说与拉丁语 macellum（肉市）有关，未有定论	the killing of many defenceless people, or to kill in this way	第二天村里没人出门，井边和田头都躺着人，狗还在叫	屠杀/大屠杀/残杀	Hundreds died in the massacre.|The troops massacred the villagers.	killing many who cannot fight back – 把一批没法还手的人成片杀掉	屠杀：一次杀掉大量无抵抗的人|大屠杀：规模更大、成为一桩事件的那种|残杀：偏说下手狠、不留活口
massive	adjective	/ˈmæsɪv/	古法语 massif（成整块的、沉重的）← masse ← 拉丁语 massa（面团、成堆之物）	extremely large, heavy or solid	一块石头把整条路堵死，人站在跟前只到它一半高，推它连声响都没有	巨大的/厚重的/大规模的	They built a massive stone wall.|The company made massive profits.	one solid bulk too big to shift – 整一大坨，推都推不动	巨大的：尺寸大到人在旁边显得小|厚重的：实心、压手，不是空壳|大规模的：数量或规模摊开来很大一片
mat	noun / verb	/mæt/	古英语 meatte ← 晚期拉丁语 matta（草席），更早或出自闪米特语，无定论	a piece of thick material laid on a floor or table	门口那块粗编的方片，鞋底在上面来回蹭两下，泥都留在那儿	垫子/席/铺垫	Wipe your feet on the mat.|She put a mat under the hot dish.	a flat piece laid down to protect – 铺下去护住台面的一片	垫子：铺在地上或桌上、防脏防烫的那一块|席：用草或藤编成的那一种|铺垫：把这块东西铺到什么下面这个动作
match	noun / verb	/mætʃ/	古英语 gemæcca（配偶、相配的一个）← 原始日耳曼语 *gamakōn（凑成一对）；与表示火柴的 match（← 古法语 meiche 灯芯）不同源	a person or thing that pairs with another, or a contest between two sides	抽屉里翻出两只花纹一样的袜子，第三只怎么比都对不上，只好塞回去	比赛/相配/相配的一对	These two colours are a good match.|They lost the match by one goal.	two things that answer to each other – 两样东西正好对得上	比赛：两边摆到一起较量谁更强，正是一种对上|相配：把两样东西对上，彼此合得来|相配的一对：对得上、能凑成一双的那两个
mate	noun / verb	/meɪt/	中古英语 mate ← 中古低地德语 mate / gemate（同吃一份饭的人）← 原始日耳曼语 *ga-matjon	a companion or partner, or to pair for breeding	两个人共用一张桌吃饭，谁碗里少了菜，另一个直接夹过去	伙伴/配偶/交配	He went fishing with his mate.|Birds mate in early spring.	the one who shares your food and days – 跟你分同一份饭、过同一段日子的那个	伙伴：一起做事、彼此熟得不用客气的人|配偶：一辈子搭在一起过日子的那一个|交配：动物为繁殖凑成一对这个动作
maths	noun	/mæθs/	英式缩略自 mathematics ← 希腊语 mathēmatikē（学问之术）← manthanein（学）	the study of numbers, shapes and their relations	黑板从左写到右全是符号，最后一行画个小方框，底下的人才松了口气	数学	She is very good at maths.|He teaches maths at a local school.	reasoning done with numbers and shapes – 拿数和形来推理	数学
mature	adjective / verb	/məˈtʃʊə/	拉丁语 maturus（熟了的、到时候的）	fully grown or developed, or to become so	树上那颗果子颜色转深，轻轻一托就脱了枝，掰开里头的籽已经发黑	成熟的/成年的/使成熟	He is mature for his age.|The wine matures in oak barrels.	grown all the way to its time – 一路长到该有的那个时候	成熟的：长足了，可以用、可以吃、可以担事|成年的：人到了长足那个岁数|使成熟：把东西放着或催着，让它长到那一步
maybe	adverb	/ˈmeɪbi/	中古英语 may be：may ← 古英语 magan（能够）+ be ← 古英语 bēon，两词皆出原始日耳曼语	used to say something is possible but not certain	他抬头看了看天，说带把伞吧，又没说一定要带	也许/或许	Maybe she forgot the time.|Maybe we should leave now.	it could be so, and could not – 可能是这样，也可能不是	也许：事情有这个可能，但不敢定|或许：同样留着两头的说法，语气更缓
meadow	noun	/ˈmedəʊ/	古英语 mǣdwe（割草的地）← 原始日耳曼语 *mēdwō ← 词根 *mē-（割）	a field of grass, usually kept for hay or grazing	一整片没膝的绿，风一过全朝一个方向倒，远处两头牛低着头没抬	草地/草场/牧场	Cows grazed in the meadow.|The meadow floods every spring.	open grass left to be cut or grazed – 留着割或放牧的一片开阔草	草地：长满草、没耕过的一片开阔地|草场：专留着割草的那种|牧场：赶牲口进去吃草的那种
meal	noun	/miːl/	古英语 mǣl（定下的时候、一顿）← 原始日耳曼语 *mēlaz（量出来的一份、定时）	an occasion of eating, or the food eaten then	桌上摆齐四个碟一碗汤，人都坐下了才动筷，吃完就把碟摞起来	一餐/饭/膳食	We had a quiet meal at home.|She skipped her evening meal.	the food set out at its appointed time – 到点摆上来吃下的那一份	一餐：一次坐下来吃这件事|饭：这时候吃进去的那些东西|膳食：按顿安排的整套吃食
mean	verb / adjective	/miːn/	古英语 mænan（心里所指、意欲）← 原始日耳曼语 *mainijan；表「吝啬、刻薄」一义出古英语 gemǣne（共有的、平常的），同为日耳曼源	to intend to convey something, or unwilling to give and share	他说完那句话看了她一眼，那一眼里的东西比话本身重	意思是/意欲/吝啬的	I did not mean to hurt you.|He is too mean to buy a round.	what a person really has in mind – 话背后心里真正揣着的那一份	意思是：一句话或一个符号所指的内容|意欲：心里存着要那么做的打算|吝啬的：心里揣着不肯给，一分也不往外掏
meaning	noun	/ˈmiːnɪŋ/	古英语 mænan（心里所指）+ -ing ← 原始日耳曼语 *mainijan	what a word or action conveys, or a sense of purpose	同一句话他念了两遍，第二遍把重音挪了个位置，屋里人的脸色就变了	含义/意义/用意	Look up the meaning of this word.|His life lost all meaning after that.	the content a sign carries – 一个符号所带的那份内容	含义：字面之下所指的那份内容|意义：一件事在人心里占的那份分量或价值|用意：说话做事的人心里存着的那个打算
meat	noun	/miːt/	古英语 mete（食物）← 原始日耳曼语 *mati-（吃的东西）	the flesh of an animal eaten as food	案板上摊着一块红白相间的生鲜，纤维一条条，刀切下去有阻力	肉/肉类/核心内容	She does not eat meat or fish.|The meat was still frozen inside.	the edible flesh of an animal – 动物身上能吃的那部分	肉：动物身上可以吃的那块软组织|肉类：市场上按类算的这一大宗货|核心内容：一篇话里最实在、最经得起嚼的那部分
meet	verb / noun	/miːt/	古英语 mētan（遇到、碰上）← 原始日耳曼语 *mōtjan（相就、相会）	to come together with someone, or to satisfy a requirement	两条山路在半坡上并成一条，两个人从相反方向走到那个弯口	遇见/会面/满足	We met at the station last night.|The plan does not meet our needs.	two things coming to the same point – 两样东西走到同一处	遇见：路上撞见，事先没约|会面：约好时间坐到一起谈|满足：条件和要求两头对上了
melon	noun	/ˈmelən/	古法语 melon ← 晚期拉丁语 melonem ← 希腊语 mēlopepōn：mēlon（苹果）+ pepōn（熟透的）	a large round fruit with sweet juicy flesh and many seeds	一刀下去皮裂开，甜味先冒出来，中间挤着一团湿滑的籽	瓜/甜瓜	He cut the melon into six pieces.|This melon is not ripe yet.	a big round sweet fruit full of seeds – 又大又圆、满是籽的甜果	瓜：这一类圆而多汁的大果子|甜瓜：其中吃起来发甜的那几种
melt	verb	/melt/	古英语 meltan（化开）← 原始日耳曼语 *meltan（变软、化为流体）	to change from solid to liquid, usually because of heat	攥在掌心的一小块越攥越小，水顺着掌纹往下淌，最后手里只剩湿	融化/熔化/消散	The snow melted by early afternoon.|Heat the butter until it melts.	a solid turning into a flowing thing – 硬的一块变成会流的	融化：冰雪一类受热变成水|熔化：金属烧到发红发软流动|消散：人群或情绪像化开一样散掉
mend	verb	/mend/	中古英语 menden，截自古法语 amender ← 拉丁语 emendare：ex-（去掉）+ menda（瑕疵）	to repair something broken, or to improve	灯下捏着针把袖口的豁口一针针收上，线脚密得几乎看不出	修补/缝补/改善	He mended the chair with glue.|Things began to mend between them.	closing up what has come apart – 把开了的口子合回去	修补：把破损处补上，让东西能再用|缝补：专指用针线把布上的口子合起来|改善：关系或身体上的裂痕慢慢合回去
mere	adjective	/mɪə/	拉丁语 merus（纯的、不掺别的），经古法语进入英语	nothing more than what is stated	桌上就摊着一张纸，别的什么都没有，翻过来背面也是空的	仅仅的/只不过的	He is a mere boy of ten.|The mere sound of it scared her.	just this and nothing added – 只有这个，再无别的	仅仅的：数量或分量小到只够这一点|只不过的：说清它就这么点，不值得当大事看
merely	adverb	/ˈmɪəli/	mere（拉丁语 merus 纯的、不掺别的）+ 副词后缀 -ly	only, and nothing more than that	问了半天，回答只有一句「我路过」，再问就不说了	仅仅/只是	I merely asked where she went.|It was merely a small mistake.	no more than this much – 到此为止，不多一分	仅仅：把范围收到最小的那一点|只是：说明事情就这么简单，没有更多
merit	noun / verb	/ˈmerɪt/	古法语 merite ← 拉丁语 meritum（应得之物）← merere（挣得、值得）	a good quality that deserves praise, or to deserve something	一叠稿子按打分排好，最上面那份边角折了却分数最高	优点/价值/值得	The plan has real merit.|Her work merits close attention.	what a thing has earned on its own – 凭本身挣来的那一分	优点：一样东西身上经得起夸的地方|价值：值多少，由它本身的分量定|值得：够得上被这样对待
merry	adjective	/ˈmeri/	古英语 myrge（令人愉快的）← 原始日耳曼语 *murgija-（短暂而好受的）	cheerful and full of lively good humour	一桌人笑得前仰后合，杯子碰得叮当响，谁说话都得抬高嗓门	欢乐的/愉快的	They sang merry songs all evening.|The children were merry and loud.	loud light-hearted good cheer – 声音都放开了的高兴	欢乐的：热闹、外露、藏不住的高兴|愉快的：心里舒坦，脸上带笑
metal	noun	/ˈmetl/	古法语 metal ← 拉丁语 metallum（矿、矿石）← 希腊语 metallon（矿坑）	a hard shiny material that conducts heat and electricity	敲一下嗡的一声传得很远，摸上去先是凉，弯出来的面上能照见人影	金属	The box is made of metal.|Metal expands when it gets hot.	hard cold matter that rings and shines – 又硬又凉、会响会亮的料	金属：又硬又凉、敲着会响、表面能反光的那类材料
metaphor	noun	/ˈmetəfə/	古法语 metaphore ← 拉丁语 metaphora ← 希腊语 metaphora（搬过去）← meta-（越过）+ pherein（带、搬）	a way of describing one thing by calling it another	说这人是块石头，听的人马上想到又冷又不吭声，虽然他明明是人	隐喻/比喻	Life as a journey is a metaphor.|He explained it with a simple metaphor.	carrying one thing's name onto another – 把一样东西的名字搬到另一样上	隐喻：不点明在打比方，直接把甲说成乙|比喻：泛指拿另一样东西来讲清这一样
middle	noun / adjective	/ˈmɪdl/	古英语 middel ← 原始日耳曼语 *midja-（居中的）	the part that is equally far from both ends	把绳子对折捏住那个折点，两头垂下来一样长	中间/中部/中间的	She sat in the middle of the row.|A tree stood in the middle field.	the point equally far from both ends – 到两头一样远的那处	中间：两端之间的那段空当|中部：一大片地方里靠内的那一带|中间的：位置夹在两样东西当中
midst	noun	/mɪdst/	中古英语 middest ← 古英语 midd（居中）加最高级后缀，字面「最居中之处」	the middle part of a group, place, or period	四面的人往里挤，他被推到人堆最里头，抬眼只看见一圈肩膀	当中/正中/其间	He stood in the midst of the crowd.|She left in the midst of the storm.	deep inside something that surrounds you – 被围着的最里层	当中：被人或物从四面围住的那个位置|正中：一片范围里最靠内的一点|其间：一段过程正在进行的那会儿
mild	adjective	/maɪld/	古英语 milde（宽和的、不严厉的）← 原始日耳曼语 *milthjaz（软的）	gentle and not severe or strong	十一月的下午出门没戴手套，手不觉得冷，风吹在背上也不使劲	温和的/轻微的/清淡的	The winter was unusually mild.|He had a mild headache all day.	low in force, easy to take – 力道不大，受得住	温和的：脾气或天气不冲不烈|轻微的：程度浅，不到难受的地步|清淡的：味道或药性不重，吃着不刺
militant	adjective / noun	/ˈmɪlɪtənt/	拉丁语 militans（服役中的）← militare（当兵）← miles（士兵）	using aggressive or forceful methods to support a cause	一群人举着牌堵在门口，喊到嗓子哑了也不散，警察一来还往前顶	激进的/好战的/激进分子	Militant workers blocked the main gate.|He took a militant stand on the issue.	fighting hard for a cause – 为一件主张摆出打的架势	激进的：手段冲，不肯用温和办法|好战的：一有分歧就想硬碰|激进分子：用这种硬手段行事的那个人
military	adjective / noun	/ˈmɪlɪtri/	拉丁语 militaris（士兵的）← miles（士兵）	relating to soldiers, armies, or war	操场上一排排站得笔直，几百只脚同时落地只响一声	军事的/军队/军用的	The military budget rose again.|Two military vehicles blocked the road.	belonging to soldiers and war – 属于当兵打仗这一摊	军事的：跟打仗、布防有关的那一类事|军队：成建制的那一大批兵|军用的：专给部队用、不对民间的
milk	noun / verb	/mɪlk/	古英语 meoluc ← 原始日耳曼语 *meluk-（挤出来的白汁）	the white liquid produced by female mammals to feed their young	桶壁上挂着一层白，还带着体温，表面浮起一张薄皮	奶/牛奶/挤奶	She drinks warm milk before bed.|He milks the cows at dawn.	the white drink drawn from an animal – 从牲口身上挤出的白色饮品	奶：哺乳动物喂幼崽的那种白色液体|牛奶：日常喝的、取自母牛的那一种|挤奶：把这液体从牲口身上取出来的动作
mill	noun / verb	/mɪl/	古英语 mylen ← 晚期拉丁语 molinum ← 拉丁语 molere（磨）	a building or machine for grinding grain, or to grind	两片石盘对着转，谷粒从中间的孔漏下去，边上就淌出细粉	磨坊/工厂/磨碎	The old mill stands by the river.|They mill the wheat into flour.	a place where things are ground down – 把东西碾细的地方	磨坊：靠水或风带动石盘碾谷的那间屋|工厂：后来泛指成批加工原料的场子|磨碎：把颗粒碾成细末这个动作
mislead	verb	/ˌmɪsˈliːd/	古英语 mis-（错）+ lǣdan（带路），字面「把人带错」	to cause someone to believe something untrue	路口的指示牌被人转了向，后面几辆车全跟着拐进了死胡同	误导/使误解	The advertisement misled many buyers.|Do not let the title mislead you.	pointing someone the wrong way – 把人指向不对的方向	误导：给出错的指引，让人走错|使误解：说法有偏差，对方就理解歪了
mist	noun	/mɪst/	古英语 mist ← 原始日耳曼语 *mihstaz（空中的水气）	a thin cloud of tiny water drops in the air	刚出门二十步就看不清路牌，睫毛上很快挂了细小的水珠	薄雾/水汽	Thick mist covered the whole valley.|Mist rose from the warm lake.	fine water hanging in the air – 悬在空气里的细水	薄雾：贴地的一层看得见的白，遮视线|水汽：散在空气里的极细水滴
mix	verb / noun	/mɪks/	中古英语 mixte ← 古法语 mixte ← 拉丁语 mixtus ← miscere（掺、搅）	to combine separate things so they are no longer distinct	两种颜色的粉倒进一个盆，勺子转了几圈，再也分不出哪是哪	混合/搅拌/混合物	Mix the flour with cold water.|This cake mix needs only eggs.	several things stirred into one – 几样搅成一样	混合：把几样掺到一起，界线消失|搅拌：用工具转动使其均匀这个动作|混合物：掺完之后得到的那一份东西
mixture	noun	/ˈmɪkstʃə/	拉丁语 mixtura（掺合物）← miscere（掺、搅）	something made by combining several different things	罐子里豆子、米和盐一起晃，倒出来还是一把，可颗颗不一样	混合物/混杂/交织	Pour the mixture into a hot pan.|She felt a mixture of fear and hope.	several different things now held as one – 几样不同的东西合成一份	混合物：掺在一起后得到的那份实物|混杂：几种成分并存、彼此不分开的状态|交织：情绪或成分缠在一处，拆不开
moan	verb / noun	/məʊn/	中古英语 mone（诉苦、悲叹），与古英语 mǣnan（诉说、哀诉）相关	to make a long low sound of pain or complaint	隔着墙听见一声长长的低音，压在喉咙里，断断续续没停	呻吟/抱怨/呻吟声	He moaned softly in his sleep.|They moaned about the long wait.	a long low sound pushed out by discomfort – 难受时挤出的一串低音	呻吟：疼或难受时喉咙里发出的长音|抱怨：拉长了调子说不满，声气跟呻吟一样|呻吟声：那串声音本身
mock	verb / adjective	/mɒk/	古法语 mocquer（讥笑），更早词源不明，或为拟声	to laugh at someone in a scornful way, or not real	有人夸张地学他走路一瘸一拐，旁边笑起来，他站住不动了	嘲笑/模仿/假的	The other boys mocked his accent.|They sat a mock exam last week.	copying something to belittle it – 学着样子把对方说小	嘲笑：用话或动作把人比下去|模仿：照着样子学，带着轻看的意思|假的：照真的样子做出来、并不当真的
moist	adjective	/mɔɪst/	古法语 moiste ← 通俗拉丁语 *muscidus ← 拉丁语 mucidus（发霉的），又受 musteus（新酿的）影响	slightly wet in a pleasant or noticeable way	蛋糕切开时刀上沾了一点，掰一块不掉渣，指头按下去有回弹	潮湿的/湿润的	The cake was soft and moist.|Keep the soil moist but not wet.	holding a little water inside – 里头含着一点水	潮湿的：表面或空气里带着水分，摸上去发凉|湿润的：含水量正好，不干也不到滴水的程度
moisture	noun	/ˈmɔɪstʃə/	古法语 moistour ← moiste（← 通俗拉丁语 *muscidus ← 拉丁语 mucidus 发霉的）	small amounts of water present in the air or in something	镜面上蒙了一层，手指划过去留下一道透亮的痕	水分/湿气	Moisture had got into the wires.|The cream locks moisture into the skin.	water held inside or on a surface – 存在物里或面上的水	水分：材料或身体里含着的那点水|湿气：散在空气里、能让东西发潮的那股
molecule	noun	/ˈmɒlɪkjuːl/	法语 molécule ← 现代拉丁语 molecula（小团），是拉丁语 moles（大块、体量）的指小形式	the smallest unit of a substance that keeps its properties	模型上两个小球用短杆连着，掰开就不再是原来那样东西了	分子	Water molecules contain two hydrogen atoms.|Heat makes the molecules move faster.	the smallest bit that is still the same substance – 还算这样东西的最小一份	分子：再拆就变别的东西的那个最小单位
monarch	noun	/ˈmɒnək/	希腊语 monarkhēs（独自统治者）：monos（单一）+ arkhein（统治、领头）	a king or queen who rules a country	长桌一头只摆一把高背椅，其余人都站着等那一句话	君主/元首	The monarch signed the new law.|Britain still has a monarch today.	the single person at the top – 顶上只有那一个人	君主：一国之内世代承袭、位在最上的那个人|元首：一国最高的那个位置及其占有者
monetary	adjective	/ˈmʌnɪtri/	拉丁语 monetarius（属于铸币所的）← moneta（铸币所，源自朱诺神庙的称号）	relating to money, especially a country's currency	央行贴出一张公告，全城存款的利息第二天就跟着变了	货币的/金融的	The bank tightened monetary policy.|Monetary aid arrived within a week.	to do with a country's money – 与一国的通货有关	货币的：关于国家发行的通货及其政策|金融的：涉及资金调度和利息这一摊
money	noun	/ˈmʌni/	古法语 moneie ← 拉丁语 moneta（铸币所、铸出的币）	coins and notes used to buy things	兜里一叠纸和几片圆的，递过去就换回一袋米，谁都认这个	钱/货币/资金	He spent all his money on books.|Money is tight this month.	what everyone accepts in exchange – 人人都肯接的交换物	钱：日常花出去的那些硬币和纸片|货币：一国正式发行、通行的那一套|资金：为办某事凑在一起的那笔
monkey	noun / verb	/ˈmʌŋki/	16 世纪进入英语，或出自中古低地德语 Moneke（一则动物故事里的角色名），更早词源不明	a small long-tailed animal that climbs trees, or to play about	一只挂在树枝上，一只手抓枝子，另一只手把游客帽子摘走了	猴子/胡闹	A monkey took the fruit from her hand.|Stop monkeying with the switch.	a nimble tree climber that meddles – 爬得快又爱乱动的那种小兽	猴子：树上跳来跳去、有长尾的那种小兽|胡闹：像它那样乱摸乱动、把东西弄坏
monopoly	noun	/məˈnɒpəli/	希腊语 monopōlion（独家售卖）：monos（单一）+ pōlein（卖）	complete control over the supply of something	镇上只有一家卖水，价钱说多少就多少，别人想开店进不来	垄断/专卖权	The company has a monopoly on gas.|New rules ended the state monopoly.	being the only one allowed to sell – 只准这一家卖	垄断：把一样东西的供给全握在自己手里|专卖权：官方给的、只许这一家卖的权
month	noun	/mʌnθ/	古英语 mōnath ← 原始日耳曼语 *mēnōth-，与 mōna（月亮）同源，古人按月相计日	one of the twelve periods into which a year is divided	日历翻过一页，格子重新排起，天数也跟着变了	月/月份	They stayed for three months.|The rent is due at each month's end.	one turn of the moon marked on a calendar – 月亮转一圈那么长的一段	月：约三十天的那一段时间|月份：一年里排定的十二段中的某一段
monthly	adjective / adverb	/ˈmʌnθli/	month（古英语 mōnath）+ 后缀 -ly，字面「按月的」	happening or done once every month	房东每到三十号就来敲门，账本上的日子隔着一样宽的空	每月的/按月/月刊	She pays the bill monthly.|The monthly meeting starts at nine.	coming round once each month – 每一个月轮一次	每月的：按月出现、周期固定的|按月：以月为单位结算或发放|月刊：每月出一期的那种刊物
mood	noun	/muːd/	古英语 mōd（心境、气性）← 原始日耳曼语 *mōdaz（心意、胆气）	the way someone feels at a particular time	他一进屋，满屋子人都不说话了，连放杯子都轻了	心情/情绪/气氛	He is in a good mood today.|Her mood changed after the call.	how a person feels just now – 此刻心里是什么状态	心情：一个人当下的舒坦或不舒坦|情绪：起伏中的那股感受，会往外带|气氛：一屋子人共有的那种感觉
