W	assistance	noun	/əˈsɪstəns/	sta	as-（ad- 靠近）+ sist（sistere 立）+ -ance → 站到旁边把力气借出去 → 援助	拉丁语 assistentia ← assistere：ad-（靠近）+ sistere（站立）；sistere 是 stare 的重叠形	help or support given to someone who needs it	他一个人扛不动那头，另一个走过来托住一角，两人同时把它抬离地面	援助/帮助	The charity offers assistance to homeless families. | She walked upstairs without any assistance.	standing beside someone to take part of the load – 站到旁边替人分担一份重量	援助：站到旁边把自己的力气借出去|帮助：同一件事在日常小事上的说法	
W	humiliate	verb	/hjuːˈmɪlieɪt/			晚期拉丁语 humiliare（使低下）← humilis（低的，字面「贴着地面的」）← humus（泥土、地面）	to make someone feel ashamed and foolish in front of other people	他被叫到台前，当着满屋子人被数落了十分钟，头越垂越低	羞辱/使丢脸/使难堪	He humiliated her in front of everyone.|She felt humiliated by the remark.	pressing someone down to the ground – 把人按到贴着地面那么低	羞辱：当众把人踩低|使丢脸：让他在人前抬不起头|使难堪：话说得让人只想找个地方躲	
W	locomotive	noun	/ˌləʊkəˈməʊtɪv/	loc	loco（从某个地点，← locus 地点）+ motivus（能动的）→ 自己能从一处挪到另一处的那台机器	法语 locomotif ← 中世纪拉丁语 locomotivus：loco（从某地，locus 的夺格）＋motivus（能动的）	a railway engine that pulls a line of carriages	前头那台黑铁家伙喷着白汽，后面一串车厢被它拽着走	机车/火车头	The locomotive pulled twelve carriages.|An old steam locomotive stood in the shed.	the engine that shifts itself from place to place – 能自己从一个地点挪到另一个地点的机器	机车：铁路上出力牵引的那台动力车|火车头：挂在最前面拖动整列车的那一节	
W	enormous	adjective	/ɪˈnɔːməs/	norma	e-/ex-（出）+ norm（角尺，← norma）+ -ous → 大出了那把尺能比的范围	拉丁语 enormis（超出常规的、极大的）：ex（出）＋norma（木匠的角尺）	very much bigger than usual	尺子拿过去比了一下，东西一头还在尺外，只好扔下尺子改用脚步量	巨大的/庞大的	They live in an enormous house.|The task took an enormous amount of time.	past what the measuring square can take – 超出了那把尺能比的范围	巨大的：大到常用的尺度已经量不下|庞大的：体量或规模大得笨重，如机构臃肿	
W	compatible	adjective	/kəmˈpætəbl/	pati	com-（一起）+ pat（承受，← pati）+ -ible → 凑在一处彼此承受得住	中世纪拉丁语 compatibilis（能共处的）← compati：com（一起）＋pati（承受、忍耐）	able to exist or be used together without problems	新插头往旧插座里一推就到底，机器照常亮灯	兼容的/相容的/合得来的	This printer is compatible with both systems.|Their views are not compatible.	able to bear each other side by side – 凑在一处彼此承受得住	兼容的：两套东西配在一起能正常用|相容的：两种说法或做法并存而不冲突|合得来的：两个人凑在一处也相处得下去	
W	practice	noun	/ˈpræktɪs/	prassein	pract（做、实行，← prassein）+ -ice → 把想法一遍遍真做出来，做出来的那一套也叫它	古法语 practiser ← 中世纪拉丁语 practicare（实行）← practicus ← 希腊语 praktikos（适于行动的）← prassein（做）	doing something repeatedly to get better at it, or the usual way of doing things	同一段谱他弹了两百遍，手指自己会走，谱子早就合上了	练习/实践/惯例/业务	She needs more practice at the piano.|It is common practice here.	turning an idea into something actually done, again and again – 把想法一遍遍真做出来	练习：为练熟而反复做同一件事|实践：把道理真做出来，与空谈相对|惯例：一直这么做下来，成了固定做法|业务：医生律师这类靠实做维持的行当	
W	acquire	verb	/əˈkwaɪə/	quir	ac-/ad-（朝向）+ quir（寻找，← quaerere）→ 朝一样东西找过去，找着了就归自己	古法语 aquerre ← 拉丁语 acquirere（取得）：ad（朝向）＋quaerere（寻找、求取）	to get or come to have something, often after effort	他找了三年才把缺的那张邮票买到，放进册子最后一格	获得/取得/学到	The company acquired two small rivals.|Children acquire language very fast.	seeking a thing until it is yours – 一直找下去，直到那样东西归你	获得：找着并归到自己手上|取得：经过努力拿到，如取得资格|学到：知识和习惯也这么一点点找来、留下	
W	spacecraft	noun	/ˈspeɪskrɑːft/	spatium	space（撑开的距离，← spatium）+ craft（船、器）→ 开进天外那段空处去的船	space（← 古法语 espace ← 拉丁语 spatium 跨开的距离）＋craft（船、飞行器，本义技艺，古英语 cræft）	a vehicle built to travel beyond the earth's atmosphere	白色的舱体在没有空气的黑里滑行，窗外一颗星也不动	航天器/宇宙飞船	The spacecraft reached Mars in seven months.|Engineers tested the spacecraft in a vacuum.	a vessel for the open distance beyond the sky – 开进天外那段空处的船	航天器：能在大气层外飞行的器具|宇宙飞船：载人往来天外的那一种	
W	terrific	adjective	/təˈrɪfɪk/	terrere	terr（吓住，← terrere）+ -fic（造成）→ 原意吓死人的 → 语气翻转，成了大得惊人、好得惊人	拉丁语 terrificus（引起惊惧的）← terrere（吓住）＋-ficus（造成…的）	extremely good, or extremely great in degree	散场后他一路说个不停，反复讲刚才那一段有多不得了	极好的/了不起的/极大的	We had a terrific time at the beach.|The car went at a terrific speed.	so great that it once meant frightening – 大到当初是用来说吓人的	极好的：好得让人吃惊，口语常用|了不起的：本事或表现远超一般|极大的：程度大得惊人，如速度惊人	
W	tray	noun	/treɪ/			古英语 trēg / trīg（浅边木盘）← 原始日耳曼语 *traujam（木制器皿），与 tree（树、木）同出一支	a flat piece of wood, metal or plastic with a low rim, used for carrying things	一块平板四边翘起一指高，杯子和碗摆上去，端过走廊也不滑	托盘/盘子	She carried the tray of cups upstairs.|Put the empty plates on the tray.	a flat board with a low rim for carrying – 一块平板，四边略翘，用来端东西	托盘：端着走的那块平板|盘子：浅而平的一件器皿，同形的部件也这么叫	
W	convict	verb / noun	/kənˈvɪkt/	vincere	con-（彻底）+ vict（战胜，← vincere）→ convincere：在庭上把对方的说法整个压过去 → 罪名就定下来	拉丁语 convictus（被证实有罪的）← convincere：com（彻底）＋vincere（战胜、压服）	to decide officially in court that someone is guilty, or a person serving a sentence	法槌落下，被告的辩解一条条被驳倒，当天就换上囚服	定罪/判定有罪/囚犯	The jury convicted him of theft.|Two convicts escaped from the prison.	the other side's case fully overcome in court – 在庭上把对方的说法整个压过去	定罪：法庭认定罪名成立|判定有罪：正式判下这个人有罪|囚犯：被这样判定、正在服刑的那个人	
W	attention	noun	/əˈtenʃn/	tendere	at-/ad-（朝向）+ tent（伸，← tendere）+ -ion → 把心力朝一处伸过去	拉丁语 attentio（专心）← attendere：ad（朝向）＋tendere（伸展）	the act of directing your mind or eyes towards something	教室里所有人的头齐齐转向门口那个人，笔都停在纸上	注意/注意力/关注	May I have your attention for a moment.|The child craves his mother's attention.	the mind stretched out towards one thing – 把心力朝一处伸过去	注意：把心朝某处伸过去，别处就顾不上|注意力：能这么伸出去的那份心力，有多有少|关注：长期把这份心力搭在某件事上	
W	extension	noun	/ɪkˈstenʃn/	tendere	ex-（往外）+ tens（伸，← tendere）+ -ion → 往外伸出去的那一截	拉丁语 extensio（伸展）← extendere：ex（往外）＋tendere（伸展）	an added part that makes something longer or larger, or extra time granted	桌子中间加进一块板，两头各多出一截，原先坐六人现在坐十人	延伸部分/扩建/延期/电话分机	They built an extension at the back of the house.|He asked for an extension on the deadline.	the piece stretched out beyond the original – 从原来那截往外伸出去的部分	延伸部分：接在原物后面多出来的那一段|扩建：房子往外接出一块，占地变大|延期：时间也这么往外拉长一截|电话分机：总机往外接出去的那一条线	
W	extent	noun	/ɪkˈstent/	tendere	ex-（往外）+ tent（伸，← tendere）→ 一样东西往外伸到哪里为止	盎格鲁法语 extente（丈量、估值）← 古法语 estendre ← 拉丁语 extendere：ex（往外）＋tendere（伸展）	how far something reaches, or how large or serious it is	火烧过的地界用绳子围起来，人拿尺子量出从这头到那头有多远	程度/范围/广度	The extent of the damage is still unclear.|To some extent I agree with you.	how far a thing stretches before it stops – 一样东西往外伸到哪里为止	程度：一件事到了多深多重的那个刻度|范围：从这头伸到那头所圈住的那一片|广度：伸得开不开，摊得大不大	
W	intense	adjective	/ɪnˈtens/	tendere	in-（朝一点）+ tens（绷，← tendere）→ 力气全绷向一处，不散开	拉丁语 intensus（绷紧的）← intendere：in（朝向）＋tendere（伸展、绷紧）	very strong or extreme in degree, or very serious and concentrated	阳光被放大镜收到一个小点上，纸面立刻冒起一缕烟	强烈的/剧烈的/专注的	She felt an intense pain in her side.|He gave the map an intense stare.	all the force pulled tight onto one point – 力气全绷向一点上	强烈的：程度高到压过别的感觉|剧烈的：来势又猛又急，如疼得受不住|专注的：整个人绷向一件事，别的都不进眼	
W	intention	noun	/ɪnˈtenʃn/	tendere	in-（朝向）+ tent（伸，← tendere）+ -ion → 心思先朝那个方向伸出去	拉丁语 intentio（用心、意向）← intendere：in（朝向）＋tendere（伸展）	what you plan or mean to do	他还没起身，眼睛已经盯住桌上那只杯子不放	意图/打算/用意	I have no intention of leaving early.|Her intentions were good from the start.	the mind reaching toward a thing before the body moves – 身子没动，心思先朝那边伸过去	意图：心里朝着的那个方向，还没做出来|打算：准备去做的那件事本身|用意：说这话做这事背后要达到的那点目的	
W	tense	adjective	/tens/	tendere	tens（绷紧，← tendere 伸展）→ 拉到不能再拉，一碰就弹	拉丁语 tensus（绷紧的，tendere 的过去分词）← tendere（伸展、拉紧）；表「时态」的 tense 另出拉丁语 tempus（时间），同形异源	stretched tight, or nervous and unable to relax	他坐在椅子边上，肩膀提着，手指扣住膝盖不松	紧张的/绷紧的	The rope was tense and hummed in the wind.|Everyone went tense when the phone rang.	pulled tight, one touch away from snapping back – 拉到不能再拉，一碰就弹	紧张的：人像被拉紧的绳，松不下来|绷紧的：说实物被拉得直挺挺，没有一丝松量	
W	tension	noun	/ˈtenʃn/	tendere	tens（拉紧，← tendere）+ -ion → 两头对拉时中间那股劲	拉丁语 tensio（拉紧）← tendere（伸展、拉紧）	the state of being stretched tight, or strained feeling between people	两人各拽住绳子一头往后退，绳子中段绷成一条直线，谁也不敢先松手	张力/紧张关系/绷紧度	Tension in the cable was measured hourly.|Tension between the two families grew.	the pull that builds when two ends draw apart – 两头往反方向拉时中间那股劲	张力：物体被两头拉时内部那股力|紧张关系：人和人之间也这么互相拽着，随时会断|绷紧度：绳子或琴弦拉到多紧的那个量	
W	tent	noun	/tent/	tendere	tent（撑开，← tendere 伸展）→ tenta：把布撑开绷住 → 撑开来住人的那件布屋	拉丁语 tenta（撑开的东西）← tendere（伸展、撑开）	a shelter made of cloth stretched over poles	几根杆子支起来，布被拉开绷住，四角钉进土里就能睡人	帐篷	They pitched a tent by the river.|Rain drummed on the roof of the tent.	cloth stretched over poles to live under – 把布撑开绷住，底下就能住人		
W	tender	adjective	/ˈtendə/			古法语 tendre ← 拉丁语 tener（软的、幼嫩的、年少的）；英语拼写里那个 -d- 是后来插进去的，与 tendere（伸展）不同词	soft and easy to cut or chew, or gentle and full of care	刀一压就断，肉在盘里散开，纤维不用嚼就化了	嫩的/温柔的/一碰就疼的	The meat was tender and fell apart.|She gave him a tender look.	soft enough to yield at the lightest press – 软到轻轻一压就让开	嫩的：质地软，容易切开咬开|温柔的：待人的手法也这么轻，不硬来|一碰就疼的：皮肉发软发弱，一按就受不了	
W	advise	verb	/ədˈvaɪz/	vid	a-/ad-（朝向）+ vis（看，← videre）→ 把自己看到的摆到你眼前	古法语 aviser（细看、斟酌）← avis（看法）← 拉丁语 ad visum（照所见的）← videre（看）	to tell someone what you think they should do	他把地图铺在桌上，手指点着其中一条路说走这边	建议/劝告/通知	The doctor advised him to rest.|Please advise us of any change of address.	setting what you have seen before another's eyes – 把自己看见的摆到别人眼前	建议：把你看到的路指给对方，让他自己走|劝告：对方要走错了，你出声拦一下|通知：正式把情况摆到对方眼前，让他知道	
W	provide	verb	/prəˈvaɪd/	vid	pro-（预先）+ vid（看，← videre）→ 事先看出会缺什么，先备好摆出来	拉丁语 providere（预先看到、准备）：pro（预先）＋videre（看）	to give someone what they need, or to state something as a condition	出发前他按人头把水和饼装进包，半路上果然一人拿到一份	提供/供给/规定	The school provides free meals.|The contract provides that either side may quit.	seeing ahead what will be wanted and putting it there – 先看出要缺什么，把它备在那里	提供：把对方需要的东西拿出来交到手上|供给：持续不断地送来所需的东西|规定：文书里预先看到的情形，写成一条摆在那儿	
W	provision	noun	/prəˈvɪʒn/	vid	pro-（预先）+ vis（看，← videre）+ -ion → 预先看出来、事先备下的那些东西	拉丁语 provisio（预见、预备）← providere：pro（预先）＋videre（看）	the act of supplying something, the supplies themselves, or a clause in an agreement	船舱里码着够吃三个月的箱子，旁边一纸文书写明谁能动它	供应/储备物资/条款	The provision of clean water is urgent.|One clause is a provision against late delivery.	what was seen ahead and laid in beforehand – 预先看出来、事先备下的那一份	供应：把需要的东西预先备好送到|储备物资：备下的那批粮食器具本身|条款：文书里预先想到的情形，一条条写下来管着后事	
W	prudent	adjective	/ˈpruːdnt/	vid	prud（← providens 预见的，缩合而来）+ -ent → 事情还没到就先看见，因而不冒进	拉丁语 prudens（明智的、慎重的），是 providens（预见的）的缩合形 ← providere：pro（预先）＋videre（看）	careful and sensible, avoiding needless risk	过河前他用棍子往前探了三下，才敢把脚落下去	谨慎的/精明的	It would be prudent to keep a copy.|She is a prudent manager of money.	seeing the thing coming before it arrives – 事情还没到就先看见	谨慎的：先看清再动，不给自己留险|精明的：把利害都先看到了，因而不吃亏	
W	revise	verb	/rɪˈvaɪz/	vid	re-（再一次）+ vis（看，← videre）→ 回头再看一遍，看出该改的地方	拉丁语 revisere（再看、重访）← re（再）＋visere（细看）← videre（看）	to look at something again in order to change or improve it, or to study again	稿子放了一夜，第二天再看一遍，划掉三句，另添两句	修改/修订/复习	He revised the report before sending it.|She revises for the exam every evening.	looking at a thing a second time and changing what shows – 回头再看一遍，看出要动的地方	修改：再看一遍，把不合的地方改掉|修订：正式出一个改过的版本，如修订条文|复习：学过的东西回头再看一遍，让它留住	
W	supervise	verb	/ˈsuːpəvaɪz/	vid	super-（在上方）+ vis（看，← videre）→ 站在上头看着底下做	中世纪拉丁语 supervidere（在上察看）：super（在上）＋videre（看）	to watch over people or work to make sure it is done properly	他站在二层走廊往下望，车间里谁一停手他都看得见	监督/主管	A teacher supervises the children at lunch.|She supervises three research students.	watching from above while the work goes on – 站在上头看着底下做	监督：在旁看着，出错就叫停|主管：整摊事在你眼下，由你看着办	
W	motivate	verb	/ˈməʊtɪveɪt/	mov	mot（推动，← movere）+ -ive（能动的）+ -ate → 在人心里装上一股推力	motive（← 中世纪拉丁语 motivus 能推动的 ← 拉丁语 movere 移动）＋-ate	to make someone want to do something	教练在他耳边说了一句，那人转身就冲上跑道	激励/使有动力	Good pay motivates the staff.|What motivated him to leave?	fitting an inner push into someone – 在人心里装上一股推力	激励：从外面给一把劲，让人自己动起来|使有动力：心里有了那股推力，不用催也肯做	
W	promote	verb	/prəˈməʊt/	mov	pro-（往前）+ mot（推，← movere）→ 从后面往前推一把	拉丁语 promotus（被推向前的）← promovere：pro（往前）＋movere（移动）	to help something advance, to raise someone to a higher post, or to advertise	一只手在背后往前一送，人和事都往前挪了一格	促进/晋升/推销	Exercise promotes good health.|She was promoted to head of sales.	pushing a thing forward from behind – 从后面往前推一把	促进：给一把劲，让事情往前走得快些|晋升：把人往上一级推，位置比原先前|推销：把货往人前推，让它走出去	
W	remote	adjective	/rɪˈməʊt/	mov	re-（往回、离开）+ mot（挪，← movere）→ 被挪开到很远的地方	拉丁语 remotus（被挪开的）← removere：re（离开）＋movere（移动）	far away in space or time, distant in manner, or worked from a distance	从山口望下去，那几户人家小得像米粒，公路到半山就断了	遥远的/偏僻的/冷淡的/遥控的	They live in a remote mountain village.|Use the remote control to switch it off.	moved right away from where things are – 被挪到离一切都很远的地方	遥远的：距离或年代离得很开|偏僻的：挪出人烟之外，路都难通|冷淡的：待人也像挪开了一段，不肯靠近|遥控的：人在远处，手不碰机器也能让它动	
W	remove	verb	/rɪˈmuːv/	mov	re-（离开）+ mov（挪，← movere）→ 把东西从原处挪走	古法语 removoir ← 拉丁语 removere：re（离开）＋movere（移动）	to take something away from where it is, or to dismiss someone from a post	工人把堵在门口的箱子一只只搬到院外，门口空出来了	移开/去掉/免职	Remove the pan from the heat.|He was removed from office last week.	shifting a thing off the place it sat – 把东西从它待的地方挪开	移开：把东西从原来位置挪到别处|去掉：连东西本身也不留，如去掉污点|免职：把人从那个位置上挪下来	
W	coincide	verb	/ˌkəʊɪnˈsaɪd/	cadere	co-（一同）+ in-（落到上头）+ cid（落下，← cadere）→ 两件事落到同一个点上	中世纪拉丁语 coincidere：com（一同）＋incidere（落到某处上头）← in（上）＋cadere（落下）	to happen at the same time, or to be the same or agree exactly	两张透明纸叠在一起，上面那个圆圈的边线正压住下面那个	同时发生/相符/重叠	Her visit coincided with the storm.|Our views coincide on most points.	two things falling onto the very same point – 两件东西落到同一个点上	同时发生：两件事的时间落在同一处|相符：两方的说法落到一处，对得上|重叠：两块范围落在一起，边界压住边界	
W	decide	verb	/dɪˈsaɪd/	caedere	de-（去掉）+ cid（切，← caedere）→ 一刀把纠缠的那头砍断，事情就定了	拉丁语 decidere（字面「砍掉」，引申为裁定）：de（去掉）＋caedere（切、砍）；与 cadere（落下）那支同形而不同源	to choose one thing after thinking, or to settle a question	两条路摊在眼前，他抬手一挥，另一条从此不再提	决定/裁决/解决	She decided to take the job.|The judge decided the case in an hour.	cutting the tangle so one way is left – 一刀砍断纠缠，只留下一条	决定：几个选项里砍掉别的，留一个|裁决：由有权的人一刀切开双方的争执|解决：把缠住不动的那一处砍开，事情能往下走	
W	decision	noun	/dɪˈsɪʒn/	caedere	de-（去掉）+ cis（切，← caedere）+ -ion → 砍断之后留下的那一条	拉丁语 decisio（裁断、了结）← decidere：de（去掉）＋caedere（切、砍）	a choice or judgement that has been made, or the ability to make one firmly	会开到最后，主持人在纸上划掉两行，只留一行，起身散会	决定/判决/果断	They reached a decision after long talks.|He acted with speed and decision.	the one line left after the rest are cut away – 砍掉其余之后留下的那一条	决定：定下来的那个选择本身|判决：法庭切开争执后给出的那个结果|果断：下手砍得快，不在几条之间来回磨	
W	affection	noun	/əˈfekʃn/	fac	af-/ad-（朝向）+ fect（做，← facere）+ -ion → 那个人在你心里做出了一道印子	拉丁语 affectio（心里被触动而生的状态）← afficere：ad（朝向）＋facere（做）	a gentle feeling of liking or love for someone	老人每天给那只跛脚的猫留半碗饭，猫一见他就来蹭裤腿	喜爱/情感/爱慕	She has a deep affection for her students.|He wrote of his affection in every letter.	the mark another person works into your heart – 那个人在你心里做出的一道印子	喜爱：心里对某人某物长出的那份暖意|情感：被触动后留下的那一类心绪|爱慕：这份心意偏向一个人，还带着仰望	
W	fashionable	adjective	/ˈfæʃnəbl/	fac	fashion（样式，← façon ← factio「做出来的样子」← facere 做）+ -able → 眼下大家都照着做的那副样子	fashion（← 古法语 façon 样式、做法 ← 拉丁语 factio 做出来的样子 ← facere 做）＋-able	following the style that is popular at the moment	街上一半人穿着同一种剪裁的外套，去年那款没人再拿出来	时髦的/流行的/上流的	Short coats are fashionable this winter.|They live in a fashionable part of town.	cut to the shape everyone is making just now – 眼下人人都照着做的那副样子	时髦的：跟着当下的样式走，看着新|流行的：这副样子正被许多人同时照做|上流的：讲究这套样式的那一圈人和地方	
W	perfection	noun	/pəˈfekʃn/	fac	per-（彻底）+ fect（做，← facere）+ -ion → 一路做到底，再没有一处可添可减	拉丁语 perfectio（做成、完满）← perficere：per（彻底）＋facere（做）	the state of being as good as it can possibly be	木工磨完最后一道边，指腹从头摸到尾，没有一处硌手	完美/完善/精通	The dish was cooked to perfection.|She strives for perfection in her work.	worked all the way through, nothing left to add or take – 做到底了，添一点减一点都不行	完美：好到再挑不出可改的地方|完善：把余下的缺口一个个做齐|精通：同一件事做到底，手上再无生涩	
W	denote	verb	/dɪˈnəʊt/	notare	de-（明确地）+ not（做记号，← notare）→ 用一个记号把那样东西指出来	拉丁语 denotare（标明、指出）：de（明确地）＋notare（做记号）← nota（记号）	to be a sign of something, or to stand for it	地图上一个小三角压在等高线中间，旁边写着这里最高	表示/指代/意味着	A red light denotes danger.|In maths, x denotes the unknown.	a mark set down to point at one thing – 用一个记号把某样东西点出来	表示：用符号或说法把某样东西摆明|指代：这个记号就替那样东西站在那里|意味着：见到这个记号，就知道背后是什么	
W	note	noun / verb	/nəʊt/	notare	nota（记号）→ 在纸上或心里留一个记号，事后照着它把整件事想回来	拉丁语 nota（记号、字符、标记）	a short record in writing, a musical sign, or to notice something	听讲时他在纸角划下几个字，散会后照着那几个字把整段话想起来	笔记/便条/音符/注意到	I made a note of the address.|Note the change in his voice.	a small mark left so the whole comes back later – 留一个小记号，回头凭它把整件事想回来	笔记：为记住而随手留下的那些字|便条：写给别人的短短一张，摆在他能看见处|音符：谱面上一个记号，指明该出哪个音|注意到：在心里给某处划上一道，不让它滑过去	
W	notebook	noun	/ˈnəʊtbʊk/	notare	note（记号、记录，← notare）+ book（本子）→ 专供留记号用的那个本子	note（← 拉丁语 nota 记号）＋book（本子）	a book of blank pages for writing things down, or a small portable computer	一本用橡皮筋箍着的册子，每页写满字，边角都卷了起来	笔记本/记事簿/笔记本电脑	She wrote the number in her notebook.|He carries a thin notebook to meetings.	the book kept for setting marks down in – 专门用来留下记号的那个本子	笔记本：一页页留字用的空白本子|记事簿：专记事项和日程的那一种|笔记本电脑：外形像那个本子、合起来能带走的电脑	
W	controversial	adjective	/ˌkɒntrəˈvɜːʃl/	vert	contro-（对着）+ vers（转，← vertere）+ -ial → 两边各自转过身来对着对方，谁也不让	晚期拉丁语 controversialis ← controversia（争论）← controversus（转过来对着的）：contra（对着）＋vertere（转）	causing a lot of public disagreement	一张桌子两边的人同时举手，都要先说，主持人敲了三下压不住	有争议的/引起争论的	The new tax is highly controversial.|He made a controversial remark on air.	each side turned to face the other, neither giving way – 两边转过身对着对方，谁也不退	有争议的：一说出来就有人站对面反对|引起争论的：本身像个开关，一碰就把两边引到对立处	
W	conversion	noun	/kənˈvɜːʃn/	vert	con-（彻底）+ vers（转，← vertere）+ -ion → 整个翻过来，成了另一副样子	拉丁语 conversio（转变）← convertere：com（彻底）＋vertere（转）	a change from one form, use or belief to another	旧仓库拆了隔墙装上窗，人再进去已看不出它原先做什么用	转变/改建/换算/皈依	The conversion of the barn took a year.|He spoke about his conversion to Islam.	turned all the way over into another form – 整个翻过来，换成另一副样子	转变：从一种形态整个转成另一种|改建：房屋换个用途，里外重做|换算：把一种单位翻成另一种，量还是那个量|皈依：信从一边转到另一边	
W	diversion	noun	/daɪˈvɜːʃn/	vert	di-/dis-（岔开）+ vers（转，← vertere）+ -ion → 从原来那条路上转开，岔到别处	中世纪拉丁语 diversio（转开）← divertere：dis（岔开）＋vertere（转）	the act of turning something aside, a different route, or something that entertains	路口立起牌子，车流被引进旁边一条小道，主路空着在铺沥青	转移/临时绕道/消遣	The fire was a diversion to draw the guards away.|Follow the diversion around the bridge.	turned off the line it was running on – 从原本那条线上转开，走到别处去	转移：把注意力或资源从这边引到那边|临时绕道：主路不通时给车走的那条旁路|消遣：心思从正事上转开一会儿，找点乐子	
W	reproduce	verb	/ˌriːprəˈdjuːs/	duc-duct	re-（再一次）+ pro-（往前）+ duc（引，← ducere）→ 把同一样东西再引出来一遍	re-（再）＋produce（← 拉丁语 producere：pro 往前＋ducere 引导）	to make a copy of something, or to produce young	版子往纸上一压再抬起，纸上又是同一幅图，连墨点都落在原处	复制/再现/繁殖	The picture is hard to reproduce in black and white.|Most fish reproduce by laying eggs.	drawing the same thing forth one more time – 把同一样东西再引出来一次	复制：照原样再引出一份，两份分不出|再现：把当时的情形原样引出来给人看|繁殖：生物把自己这一样再引出一代	
W	semiconductor	noun	/ˌsemikənˈdʌktə/	duc-duct	semi-（半）+ con-（一路）+ duct（引，← ducere）+ -or → 只肯半路引电过去的那种材料	semi-（半）＋conductor（← 拉丁语 conductor 领路者、传导者 ← conducere：com 一起＋ducere 引导）	a material that conducts electricity only under certain conditions	一小片灰亮的方块，通了电有时让它过去，有时又挡住，全看条件	半导体	Silicon is the most common semiconductor.|The factory makes semiconductor chips.	a stuff that leads current only halfway – 只肯半路引电过去的那种料		
W	college	noun	/ˈkɒlɪdʒ/	legere	col-（一起）+ leg（拣选、择取，← legere）+ -ium → 一批人被挑到一处共事，成了那个团体	拉丁语 collegium（同僚的团体）← collega（共事的同僚）：com（一起）＋leg-（legare 择取、委派的词干），与 legere（拣选）同出一支	a place of higher education, or an organized body of people with shared duties	同一批被挑进来的人住在一个院子里，一起上课、一起吃饭、一起管院里的事	学院/大学/团体	She teaches at a small college in the north.|The college of cardinals met in Rome.	a set of people picked out to sit together – 被挑到一处共事的那一批人	学院：把学生挑进来集中教的那一处|大学：北美常拿它泛指本科阶段的学校|团体：因同一职分被挑到一起的那批人，如枢机团	
W	legend	noun	/ˈledʒənd/	legere	leg（读，← legere）+ -enda（该被…的）→ 该拿出来念给众人听的那些篇章	中世纪拉丁语 legenda（该读的东西，legere 的动形词中性复数）← 拉丁语 legere（拾取、挑选、读）；与 lex（法条）那支同出更早词根而各成一路	an old story handed down, a very famous person, or the key to a map	修院饭厅里每天有人站着念一段旧事，念了几百年，听的人都当真	传说/传奇人物/图例	Every village has its own legend.|He became a legend in his own lifetime.	the passages read aloud year after year – 一年年被念给众人听的那些篇章	传说：口口相传、越传越远的旧事|传奇人物：名字被人反复讲起，像故事一样|图例：地图角上那一小块，专供人读符号的意思	
W	cooperate	verb	/kəʊˈɒpəreɪt/	operari	co-（一起）+ oper（劳作，← operari）+ -ate → 几方的力气搭到同一件活上	晚期拉丁语 cooperari（共同劳作）：com（一起）＋operari（劳作）← opus（工作）	to work together with someone towards the same result	四个人抬一根梁，谁也不敢先松手，脚步得一起迈	合作/协作/配合	The two firms cooperate on research.|He refused to cooperate with the police.	several hands set to the very same job – 几方的力气搭到同一件活上	合作：两方各出力气办同一件事|协作：分工不同却对着同一个结果使劲|配合：顺着对方的动作出力，不添乱	
W	operator	noun	/ˈɒpəreɪtə/	operari	oper（劳作、运转，← operari）+ -ator（做这事的人）→ 让机器或生意转起来的那个人	拉丁语 operator（劳作者）← operari（劳作）← opus（工作）	a person who runs a machine or a business	控制台前的人手不离手柄，屏幕上的数字全跟着他的动作变	操作员/接线员/经营者	The crane operator waved us back.|A local operator runs the bus route.	the one who keeps the thing running – 让那台东西或那门生意转起来的人	操作员：亲手开机器的那个人|接线员：早年在总机前替人接通电话的人|经营者：把一门生意撑着转下去的一方	
W	postpone	verb	/pəˈspəʊn/	ponere	post-（在后）+ pon（放，← ponere）→ 把这件事从眼前拿起来，放到后面去	拉丁语 postponere（置于其后）：post（在后）＋ponere（放置）	to move an event to a later time	日历上原先圈好的那一格被划掉，圈重新画在下一周	推迟/延后	They postponed the match because of rain.|Let us postpone the decision until Friday.	taking a thing out of now and setting it further back – 把它从眼前拿走，放到后头去	推迟：把原定的时间往后挪|延后：整件事的次序也跟着往后排	
W	purpose	noun	/ˈpɜːpəs/	ponere	pur-/por-（往前）+ pose（放，承 ponere 的义）→ 把要达成的那件事放到自己前头	古法语 porpos（意图）← porposer（往前放、提出）：por-（往前，← 拉丁语 pro）＋poser（放置）；法语 poser 形出晚期拉丁语 pausare（放下、停下），其义与形都并入了拉丁语 ponere（放置）	the reason for which something is done or made	出门前他把要办成的那件事写在手心，路上别的都能放下，这一件不能	目的/意图/用途	What is the purpose of this meeting?|The room serves no useful purpose now.	the thing you set out in front of yourself – 放在自己前头、一路朝着走的那件事	目的：做一件事所朝着的那个结果|意图：心里放在前头、还没说出的打算|用途：一件东西被放在那儿是要它派什么用	
