word	old_phonetic	new_phonetic	old_pos	new_pos	note
wicked	/ˈwicked/		adjective	adjective	同形异读（多个读音段）
wide	/waɪd/	/waɪd/	adjective	adjective	
widespread	/ˈwidespread/		adjective	adjective	重音歧义(候选之一 /ˌwaɪdˈspred/)
widow	/ˈwɪd.əʊ/	/ˈwɪd.əʊ/	noun	noun	
width	/ˈwɪtθ/	/ˈwɪtθ/	noun	noun	
wife	/waɪf/	/waɪf/	noun	noun	
wild	/ˈwaɪld/	/ˈwaɪld/	adjective	adjective	
willing	/ˈwɪlɪŋ/	/ˈwɪlɪŋ/	adjective	adjective	
win	/ˈwɪn/	/ˈwɪn/	verb	verb	
wind	/ˈwind/		noun	noun	同形异读（多个读音段）
window	/ˈwɪndəʊ/	/ˈwɪndəʊ/	noun	noun	
wine	/ˈwaɪn/	/ˈwaɪn/	noun	noun	
wing	/wɪŋ/	/wɪŋ/	noun	noun	
wink	/ˈwɪŋk/	/ˈwɪŋk/	verb	verb	
winter	/ˈwɪntə/	/ˈwɪntə/	noun	noun	
wipe	/waɪp/	/waɪp/	verb	verb	
wire	/waɪə(r)/	/waɪə(r)/	noun	noun	
wisdom	/ˈwɪzdəm/	/ˈwɪzdəm/	noun	noun	
wise	/waɪz/	/waɪz/	adjective	adjective	
wish	/ˈwɪʃ/	/ˈwɪʃ/	noun	noun	
wit	/ˈwit/		noun	noun	同形异读（多个读音段）
witch	/wɪtʃ/	/wɪtʃ/	noun	noun	
withdraw	/wɪðˈdrɔː/	/wɪðˈdrɔː/	verb	verb	
withhold	/wɪθˈhəʊld/	/wɪθˈhəʊld/	verb	verb	
within	/wɪðˈɪn/	/wɪðˈɪn/	preposition	preposition	
without	/wɪðˈaʊt/	/wɪðˈaʊt/	adverb	adverb	
withstand	/wɪðˈstænd/	/wɪðˈstænd/	verb	verb	
witness	/ˈwɪt.nɪs/	/ˈwɪt.nɪs/	noun	noun	
wolf	/wʊlf/	/wʊlf/	noun	noun	
woman	/ˈwʊmən/	/ˈwʊmən/	noun	noun	
wonder	/ˈwʌndə/	/ˈwʌndə/	noun	noun	
wonderful	/ˈwʌndəfl/	/ˈwʌndəfl/	adjective	adjective	
wood	/wʊd/	/wʊd/	noun	noun	
wooden	/ˈwʊdn/	/ˈwʊdn/	adjective	adjective	
wool	/wʊl/	/wʊl/	noun	noun	
word	/wɜːd/	/wɜːd/	noun	noun	
work	/wɜːk/	/wɜːk/	noun	noun	
worker	/ˈwɜː.kə/	/ˈwɜː.kə/	noun	noun	
workshop	/ˈwɜːk.ʃɒp/	/ˈwɜːk.ʃɒp/	noun	noun	
world	/wɜːld/	/wɜːld/	noun	noun	
worldwide	/ˈworldwide/		adjective	adjective	重音歧义(候选之一 /ˈwɜːldˌwaɪd/)
worm	/wɜːm/	/wɜːm/	noun	noun	
worry	/ˈwʌ.ri/	/ˈwʌ.ri/	verb	verb	
worse	/wɜːs/	/wɜːs/	adjective	adjective	
worship	/ˈwɜː.ʃɪp/	/ˈwɜː.ʃɪp/	noun	noun	
worst	/wɜːst/	/wɜːst/	adjective	adjective	
worth	/ˈwɜːθ/	/ˈwɜːθ/	adjective	adjective	
worthwhile	/ˌwɜː(r)θˈwaɪl/	/ˌwɜː(r)θˈwaɪl/	adjective	adjective	
worthy	/ˈwɜː.ði/	/ˈwɜː.ði/	adjective	adjective	
wound	/ˈwound/		noun	noun	同形异读（多个读音段）
wrap	/ræp/	/ræp/	verb	verb	
wreath	/ˈwreath/		noun	noun	同形异读（多个读音段）
wreck	/ˈrek/	/ˈrek/	noun	noun	
wrench	/ˈrentʃ/	/ˈrentʃ/	noun	noun	
wretched	/ˈretʃɪd/	/ˈretʃɪd/	adjective	adjective	
wrinkle	/ˈrɪŋkl/	/ˈrɪŋkl/	noun	noun	
wrist	/rɪst/	/rɪst/	noun	noun	
write	/raɪt/	/raɪt/	verb	verb	
writing	/ˈraɪtɪŋ/	/ˈraɪtɪŋ/	noun	noun	
wrong	/ˈrɒŋ/	/ˈrɒŋ/	adjective/adverb/noun		保留原词性(adjective/adverb/noun)
yard	/ˈjɑːd/	/ˈjɑːd/	noun	noun	
yawn	/jɔːn/	/jɔːn/	verb/noun		保留原词性(verb/noun)
year	/jɪə/	/jɪə/	noun	noun	
yearly	/ˈjɪəli/	/ˈjɪəli/	adjective/adverb		保留原词性(adjective/adverb)
yell	/jel/	/jel/	verb/noun		保留原词性(verb/noun)
yellow	/ˈjeləʊ/	/ˈjeləʊ/	adjective/noun		保留原词性(adjective/noun)
yes	/jes/	/jes/	adverb/noun		保留原词性(adverb/noun)
yesterday	/ˈjestədeɪ/	/ˈjestədeɪ/	adverb/noun		保留原词性(adverb/noun)
yield	/jiːld/	/jiːld/	verb/noun		保留原词性(verb/noun)
young	/jʊŋɡ/	/jʊŋɡ/	adjective/noun		保留原词性(adjective/noun)
youngster	/ˈjʌŋstə/	/ˈjʌŋstə/	noun	noun	
yours	/jɔː(r)z/	/jɔː(r)z/	pronoun	pronoun	
yourself	/jəˈself/	/jəˈself/	pronoun	pronoun	
youth	/juːθ/	/juːθ/	noun	noun	
zeal	/ziːl/	/ziːl/	noun	noun	
zebra	/ˈziː.brə/	/ˈziː.brə/	noun	noun	
zigzag	/ˈzɪɡ.zæɡ/	/ˈzɪɡ.zæɡ/	noun/adjective		保留原词性(noun/adjective)
zinc	/ˈzɪŋk/	/ˈzɪŋk/	noun	noun	
zip	/zɪp/	/zɪp/	verb/noun		保留原词性(verb/noun)
zone	/zəʊn/	/zəʊn/	noun/verb		保留原词性(noun/verb)
zoo	/zuː/	/zuː/	noun	noun	
zoom	/zuːm/	/zuːm/	verb/noun		保留原词性(verb/noun)
